Date_reported,Country,WHO_region,New_cases,Cumulative_cases,Cumulative_cases,New_deaths,Cumulative_deaths
03-Aug-24,India,SEAR,,45041748,45041748,,533623
04-Aug-24,India,SEAR,,45041748,45041748,,533623
06-Aug-24,India,SEAR,,45042054,45042054,,533626
07-Aug-24,India,SEAR,,45042054,45042054,,533626
08-Aug-24,India,SEAR,,45042054,45042054,,533626
09-Aug-24,India,SEAR,,45042054,45042054,,533626
10-Aug-24,India,SEAR,,45042054,45042054,,533626
11-Aug-24,India,SEAR,,45042054,45042054,,533626
13-Aug-24,India,SEAR,,45042320,45042320,,533629
14-Aug-24,India,SEAR,,45042320,45042320,,533629
15-Aug-24,India,SEAR,,45042320,45042320,,533629
16-Aug-24,India,SEAR,,45042320,45042320,,533629
17-Aug-24,India,SEAR,,45042320,45042320,,533629
18-Aug-24,India,SEAR,,45042320,45042320,,533629
20-Aug-24,India,SEAR,,45042520,45042520,,533632
21-Aug-24,India,SEAR,,45042520,45042520,,533632
22-Aug-24,India,SEAR,,45042520,45042520,,533632
23-Aug-24,India,SEAR,,45042520,45042520,,533632
24-Aug-24,India,SEAR,,45042520,45042520,,533632
25-Aug-24,India,SEAR,,45042520,45042520,,533632
27-Aug-24,India,SEAR,,45042802,45042802,,533636
28-Aug-24,India,SEAR,,45042802,45042802,,533636
29-Aug-24,India,SEAR,,45042802,45042802,,533636
30-Aug-24,India,SEAR,,45042802,45042802,,533636
31-Aug-24,India,SEAR,,45042802,45042802,,533636
01-Sep-24,India,SEAR,,45042802,45042802,,533636
03-Sep-24,India,SEAR,,45043037,45043037,,533636
04-Sep-24,India,SEAR,,45043037,45043037,,533636
05-Sep-24,India,SEAR,,45043037,45043037,,533636
06-Sep-24,India,SEAR,,45043037,45043037,,533636
07-Sep-24,India,SEAR,,45043037,45043037,,533636
08-Sep-24,India,SEAR,,45043037,45043037,,533636
10-Sep-24,India,SEAR,,45043227,45043227,,533638
11-Sep-24,India,SEAR,,45043227,45043227,,533638
12-Sep-24,India,SEAR,,45043227,45043227,,533638
13-Sep-24,India,SEAR,,45043227,45043227,,533638
14-Sep-24,India,SEAR,,45043227,45043227,,533638
15-Sep-24,India,SEAR,,45043227,45043227,,533638
17-Sep-24,India,SEAR,,45043415,45043415,,533641
18-Sep-24,India,SEAR,,45043415,45043415,,533641
19-Sep-24,India,SEAR,,45043415,45043415,,533641
20-Sep-24,India,SEAR,,45043415,45043415,,533641
21-Sep-24,India,SEAR,,45043415,45043415,,533641
22-Sep-24,India,SEAR,,45043415,45043415,,533641
24-Sep-24,India,SEAR,,45043605,45043605,,533646
25-Sep-24,India,SEAR,,45043605,45043605,,533646
26-Sep-24,India,SEAR,,45043605,45043605,,533646
27-Sep-24,India,SEAR,,45043605,45043605,,533646
28-Sep-24,India,SEAR,,45043605,45043605,,533646
29-Sep-24,India,SEAR,,45043605,45043605,,533646
01-Oct-24,India,SEAR,,45043792,45043792,,533648
02-Oct-24,India,SEAR,,45043792,45043792,,533648
03-Oct-24,India,SEAR,,45043792,45043792,,533648
04-Oct-24,India,SEAR,,45043792,45043792,,533648
05-Oct-24,India,SEAR,,45043792,45043792,,533648
06-Oct-24,India,SEAR,,45043792,45043792,,533648
08-Oct-24,India,SEAR,,45043948,45043948,,533651
09-Oct-24,India,SEAR,,45043948,45043948,,533651
10-Oct-24,India,SEAR,,45043948,45043948,,533651
11-Oct-24,India,SEAR,,45043948,45043948,,533651
12-Oct-24,India,SEAR,,45043948,45043948,,533651
13-Oct-24,India,SEAR,,45043948,45043948,,533651
15-Oct-24,India,SEAR,,45044081,45044081,,533652
16-Oct-24,India,SEAR,,45044081,45044081,,533652
17-Oct-24,India,SEAR,,45044081,45044081,,533652
18-Oct-24,India,SEAR,,45044081,45044081,,533652
19-Oct-24,India,SEAR,,45044081,45044081,,533652
20-Oct-24,India,SEAR,,45044081,45044081,,533652
22-Oct-24,India,SEAR,,45044196,45044196,,533653
23-Oct-24,India,SEAR,,45044196,45044196,,533653
24-Oct-24,India,SEAR,,45044196,45044196,,533653
25-Oct-24,India,SEAR,,45044196,45044196,,533653
26-Oct-24,India,SEAR,,45044196,45044196,,533653
27-Oct-24,India,SEAR,,45044196,45044196,,533653
29-Oct-24,India,SEAR,,45044281,45044281,,533654
30-Oct-24,India,SEAR,,45044281,45044281,,533654
31-Oct-24,India,SEAR,,45044281,45044281,,533654
01-Nov-24,India,SEAR,,45044281,45044281,,533654
02-Nov-24,India,SEAR,,45044281,45044281,,533654
03-Nov-24,India,SEAR,,45044281,45044281,,533654
05-Nov-24,India,SEAR,,45044346,45044346,,533655
06-Nov-24,India,SEAR,,45044346,45044346,,533655
07-Nov-24,India,SEAR,,45044346,45044346,,533655
08-Nov-24,India,SEAR,,45044346,45044346,,533655
09-Nov-24,India,SEAR,,45044346,45044346,,533655
10-Nov-24,India,SEAR,,45044346,45044346,,533655
12-Nov-24,India,SEAR,,45044408,45044408,,533656
13-Nov-24,India,SEAR,,45044408,45044408,,533656
14-Nov-24,India,SEAR,,45044408,45044408,,533656
15-Nov-24,India,SEAR,,45044408,45044408,,533656
16-Nov-24,India,SEAR,,45044408,45044408,,533656
17-Nov-24,India,SEAR,,45044408,45044408,,533656
19-Nov-24,India,SEAR,,45044456,45044456,,533657
20-Nov-24,India,SEAR,,45044456,45044456,,533657
21-Nov-24,India,SEAR,,45044456,45044456,,533657
22-Nov-24,India,SEAR,,45044456,45044456,,533657
23-Nov-24,India,SEAR,,45044456,45044456,,533657
24-Nov-24,India,SEAR,,45044456,45044456,,533657
26-Nov-24,India,SEAR,,45044485,45044485,,533658
27-Nov-24,India,SEAR,,45044485,45044485,,533658
28-Nov-24,India,SEAR,,45044485,45044485,,533658
29-Nov-24,India,SEAR,,45044485,45044485,,533658
30-Nov-24,India,SEAR,,45044485,45044485,,533658
01-Dec-24,India,SEAR,,45044485,45044485,,533658
03-Dec-24,India,SEAR,,45044521,45044521,,533658
04-Dec-24,India,SEAR,,45044521,45044521,,533658
05-Dec-24,India,SEAR,,45044521,45044521,,533658
06-Dec-24,India,SEAR,,45044521,45044521,,533658
07-Dec-24,India,SEAR,,45044521,45044521,,533658
08-Dec-24,India,SEAR,,45044521,45044521,,533658
10-Dec-24,India,SEAR,,45044532,45044532,,533658
11-Dec-24,India,SEAR,,45044532,45044532,,533658
12-Dec-24,India,SEAR,,45044532,45044532,,533658
13-Dec-24,India,SEAR,,45044532,45044532,,533658
14-Dec-24,India,SEAR,,45044532,45044532,,533658
15-Dec-24,India,SEAR,,45044532,45044532,,533658
17-Dec-24,India,SEAR,,45044549,45044549,,533661
18-Dec-24,India,SEAR,,45044549,45044549,,533661
19-Dec-24,India,SEAR,,45044549,45044549,,533661
20-Dec-24,India,SEAR,,45044549,45044549,,533661
21-Dec-24,India,SEAR,,45044549,45044549,,533661
22-Dec-24,India,SEAR,,45044549,45044549,,533661
23-Dec-24,India,SEAR,,45044549,45044549,,533661
24-Dec-24,India,SEAR,,45044549,45044549,,533661
25-Dec-24,India,SEAR,,45044549,45044549,,533661
26-Dec-24,India,SEAR,,45044549,45044549,,533661
27-Dec-24,India,SEAR,,45044549,45044549,,533661
28-Dec-24,India,SEAR,,45044549,45044549,,533661
29-Dec-24,India,SEAR,,45044549,45044549,,533661
31-Dec-24,India,SEAR,,45044573,45044573,,533661
01-Jan-25,India,SEAR,,45044573,45044573,,533661
02-Jan-25,India,SEAR,,45044573,45044573,,533661
03-Jan-25,India,SEAR,,45044573,45044573,,533661
04-Jan-25,India,SEAR,,45044573,45044573,,533661
05-Jan-25,India,SEAR,,45044573,45044573,,533661
07-Jan-25,India,SEAR,,45044579,45044579,,533662
08-Jan-25,India,SEAR,,45044579,45044579,,533662
09-Jan-25,India,SEAR,,45044579,45044579,,533662
10-Jan-25,India,SEAR,,45044579,45044579,,533662
11-Jan-25,India,SEAR,,45044579,45044579,,533662
12-Jan-25,India,SEAR,,45044579,45044579,,533662
14-Jan-25,India,SEAR,,45044586,45044586,,533662
15-Jan-25,India,SEAR,,45044586,45044586,,533662
16-Jan-25,India,SEAR,,45044586,45044586,,533662
17-Jan-25,India,SEAR,,45044586,45044586,,533662
18-Jan-25,India,SEAR,,45044586,45044586,,533662
19-Jan-25,India,SEAR,,45044586,45044586,,533662
21-Jan-25,India,SEAR,,45044599,45044599,,533662
22-Jan-25,India,SEAR,,45044599,45044599,,533662
23-Jan-25,India,SEAR,,45044599,45044599,,533662
24-Jan-25,India,SEAR,,45044599,45044599,,533662
25-Jan-25,India,SEAR,,45044599,45044599,,533662
26-Jan-25,India,SEAR,,45044599,45044599,,533662
28-Jan-25,India,SEAR,,45044602,45044602,,533662
29-Jan-25,India,SEAR,,45044602,45044602,,533662
30-Jan-25,India,SEAR,,45044602,45044602,,533662
31-Jan-25,India,SEAR,,45044602,45044602,,533662
01-Feb-25,India,SEAR,,45044602,45044602,,533662
02-Feb-25,India,SEAR,,45044602,45044602,,533662
04-Feb-25,India,SEAR,,45044607,45044607,,533662
05-Feb-25,India,SEAR,,45044607,45044607,,533662
06-Feb-25,India,SEAR,,45044607,45044607,,533662
07-Feb-25,India,SEAR,,45044607,45044607,,533662
08-Feb-25,India,SEAR,,45044607,45044607,,533662
09-Feb-25,India,SEAR,,45044607,45044607,,533662
10-Feb-25,India,SEAR,,45044607,45044607,,533662
11-Feb-25,India,SEAR,,45044607,45044607,,533662
12-Feb-25,India,SEAR,,45044607,45044607,,533662
13-Feb-25,India,SEAR,,45044607,45044607,,533662
14-Feb-25,India,SEAR,,45044607,45044607,,533662
15-Feb-25,India,SEAR,,45044607,45044607,,533662
16-Feb-25,India,SEAR,,45044607,45044607,,533662
18-Feb-25,India,SEAR,,45044614,45044614,,533662
19-Feb-25,India,SEAR,,45044614,45044614,,533662
20-Feb-25,India,SEAR,,45044614,45044614,,533662
21-Feb-25,India,SEAR,,45044614,45044614,,533662
22-Feb-25,India,SEAR,,45044614,45044614,,533662
23-Feb-25,India,SEAR,,45044614,45044614,,533662
24-Feb-25,India,SEAR,,45044614,45044614,,533662
25-Feb-25,India,SEAR,,45044614,45044614,,533662
26-Feb-25,India,SEAR,,45044614,45044614,,533662
27-Feb-25,India,SEAR,,45044614,45044614,,533662
28-Feb-25,India,SEAR,,45044614,45044614,,533662
01-Mar-25,India,SEAR,,45044614,45044614,,533662
02-Mar-25,India,SEAR,,45044614,45044614,,533662
04-Mar-25,India,SEAR,,45044621,45044621,,533662
05-Mar-25,India,SEAR,,45044621,45044621,,533662
06-Mar-25,India,SEAR,,45044621,45044621,,533662
07-Mar-25,India,SEAR,,45044621,45044621,,533662
08-Mar-25,India,SEAR,,45044621,45044621,,533662
09-Mar-25,India,SEAR,,45044621,45044621,,533662
11-Mar-25,India,SEAR,,45044628,45044628,,533664
12-Mar-25,India,SEAR,,45044628,45044628,,533664
13-Mar-25,India,SEAR,,45044628,45044628,,533664
14-Mar-25,India,SEAR,,45044628,45044628,,533664
15-Mar-25,India,SEAR,,45044628,45044628,,533664
16-Mar-25,India,SEAR,,45044628,45044628,,533664
18-Mar-25,India,SEAR,,45044634,45044634,,533664
19-Mar-25,India,SEAR,,45044634,45044634,,533664
20-Mar-25,India,SEAR,,45044634,45044634,,533664
21-Mar-25,India,SEAR,,45044634,45044634,,533664
22-Mar-25,India,SEAR,,45044634,45044634,,533664
23-Mar-25,India,SEAR,,45044634,45044634,,533664
24-Mar-25,India,SEAR,,45044634,45044634,,533664
26-Mar-25,India,SEAR,,45044636,45044636,,533664
27-Mar-25,India,SEAR,,45044636,45044636,,533664
28-Mar-25,India,SEAR,,45044636,45044636,,533664
29-Mar-25,India,SEAR,,45044636,45044636,,533664
30-Mar-25,India,SEAR,,45044636,45044636,,533664
01-Apr-25,India,SEAR,,45044643,45044643,,533664
02-Apr-25,India,SEAR,,45044643,45044643,,533664
03-Apr-25,India,SEAR,,45044643,45044643,,533664
04-Apr-25,India,SEAR,,45044643,45044643,,533664
05-Apr-25,India,SEAR,,45044643,45044643,,533664
06-Apr-25,India,SEAR,,45044643,45044643,,533664
08-Apr-25,India,SEAR,,45044651,45044651,,533664
09-Apr-25,India,SEAR,,45044651,45044651,,533664
10-Apr-25,India,SEAR,,45044651,45044651,,533664
11-Apr-25,India,SEAR,,45044651,45044651,,533664
12-Apr-25,India,SEAR,,45044651,45044651,,533664
13-Apr-25,India,SEAR,,45044651,45044651,,533664
14-Apr-25,India,SEAR,,45044651,45044651,,533664
15-Apr-25,India,SEAR,,45044651,45044651,,533664
16-Apr-25,India,SEAR,,45044651,45044651,,533664
17-Apr-25,India,SEAR,,45044651,45044651,,533664
18-Apr-25,India,SEAR,,45044651,45044651,,533664
19-Apr-25,India,SEAR,,45044651,45044651,,533664
20-Apr-25,India,SEAR,,45044651,45044651,,533664
21-Apr-25,India,SEAR,,45044651,45044651,,533664
22-Apr-25,India,SEAR,,45044651,45044651,,533664
23-Apr-25,India,SEAR,,45044651,45044651,,533664
24-Apr-25,India,SEAR,,45044651,45044651,,533664
25-Apr-25,India,SEAR,,45044651,45044651,,533664
26-Apr-25,India,SEAR,,45044651,45044651,,533664
27-Apr-25,India,SEAR,,45044651,45044651,,533664
09-Feb-24,India,SEAR,,45026612,45026612,1,533459
22-Mar-20,India,SEAR,77,360,360,3,7
26-Mar-20,India,SEAR,43,649,649,3,13
27-Mar-20,India,SEAR,75,724,724,4,17
29-Mar-20,India,SEAR,70,979,979,6,25
30-Mar-20,India,SEAR,92,1071,1071,4,29
31-Mar-20,India,SEAR,180,1251,1251,3,32
01-Apr-20,India,SEAR,386,1637,1637,6,38
02-Apr-20,India,SEAR,328,1965,1965,12,50
03-Apr-20,India,SEAR,336,2301,2301,6,56
04-Apr-20,India,SEAR,601,2902,2902,12,68
05-Apr-20,India,SEAR,472,3374,3374,9,77
06-Apr-20,India,SEAR,693,4067,4067,32,109
07-Apr-20,India,SEAR,354,4421,4421,5,114
08-Apr-20,India,SEAR,853,5274,5274,35,149
09-Apr-20,India,SEAR,591,5865,5865,20,169
10-Apr-20,India,SEAR,547,6412,6412,30,199
11-Apr-20,India,SEAR,1035,7447,7447,40,239
12-Apr-20,India,SEAR,909,8356,8356,34,273
13-Apr-20,India,SEAR,796,9152,9152,35,308
14-Apr-20,India,SEAR,1211,10363,10363,31,339
15-Apr-20,India,SEAR,1076,11439,11439,38,377
16-Apr-20,India,SEAR,941,12380,12380,37,414
17-Apr-20,India,SEAR,1007,13387,13387,23,437
18-Apr-20,India,SEAR,991,14378,14378,43,480
19-Apr-20,India,SEAR,1334,15712,15712,27,507
20-Apr-20,India,SEAR,1553,17265,17265,36,543
21-Apr-20,India,SEAR,1336,18601,18601,47,590
22-Apr-20,India,SEAR,1383,19984,19984,50,640
23-Apr-20,India,SEAR,1409,21393,21393,41,681
24-Apr-20,India,SEAR,1684,23077,23077,37,718
25-Apr-20,India,SEAR,1429,24506,24506,57,775
26-Apr-20,India,SEAR,1990,26496,26496,49,824
27-Apr-20,India,SEAR,1396,27892,27892,48,872
28-Apr-20,India,SEAR,1543,29435,29435,62,934
29-Apr-20,India,SEAR,1897,31332,31332,73,1007
30-Apr-20,India,SEAR,1718,33050,33050,67,1074
01-May-20,India,SEAR,1993,35043,35043,73,1147
02-May-20,India,SEAR,2293,37336,37336,71,1218
03-May-20,India,SEAR,2644,39980,39980,83,1301
04-May-20,India,SEAR,2553,42533,42533,72,1373
05-May-20,India,SEAR,3900,46433,46433,195,1568
06-May-20,India,SEAR,2958,49391,49391,126,1694
07-May-20,India,SEAR,3561,52952,52952,89,1783
08-May-20,India,SEAR,3390,56342,56342,103,1886
09-May-20,India,SEAR,3320,59662,59662,95,1981
10-May-20,India,SEAR,3277,62939,62939,128,2109
11-May-20,India,SEAR,4213,67152,67152,97,2206
12-May-20,India,SEAR,3604,70756,70756,87,2293
13-May-20,India,SEAR,3525,74281,74281,122,2415
14-May-20,India,SEAR,3722,78003,78003,134,2549
15-May-20,India,SEAR,3967,81970,81970,100,2649
16-May-20,India,SEAR,3970,85940,85940,103,2752
17-May-20,India,SEAR,4987,90927,90927,120,2872
18-May-20,India,SEAR,5242,96169,96169,157,3029
19-May-20,India,SEAR,4970,101139,101139,134,3163
20-May-20,India,SEAR,5611,106750,106750,140,3303
21-May-20,India,SEAR,5609,112359,112359,132,3435
22-May-20,India,SEAR,6088,118447,118447,148,3583
23-May-20,India,SEAR,6654,125101,125101,137,3720
24-May-20,India,SEAR,6767,131868,131868,147,3867
25-May-20,India,SEAR,6977,138845,138845,154,4021
26-May-20,India,SEAR,6535,145380,145380,146,4167
27-May-20,India,SEAR,6387,151767,151767,170,4337
28-May-20,India,SEAR,6566,158333,158333,194,4531
29-May-20,India,SEAR,7466,165799,165799,175,4706
30-May-20,India,SEAR,7964,173763,173763,265,4971
31-May-20,India,SEAR,8380,182143,182143,193,5164
01-Jun-20,India,SEAR,8392,190535,190535,230,5394
02-Jun-20,India,SEAR,8171,198706,198706,204,5598
03-Jun-20,India,SEAR,8909,207615,207615,217,5815
04-Jun-20,India,SEAR,9304,216919,216919,260,6075
05-Jun-20,India,SEAR,9851,226770,226770,273,6348
06-Jun-20,India,SEAR,9887,236657,236657,294,6642
07-Jun-20,India,SEAR,9971,246628,246628,287,6929
08-Jun-20,India,SEAR,9983,256611,256611,271,7200
09-Jun-20,India,SEAR,9987,266598,266598,271,7471
10-Jun-20,India,SEAR,9985,276583,276583,274,7745
11-Jun-20,India,SEAR,9996,286579,286579,357,8102
12-Jun-20,India,SEAR,10956,297535,297535,396,8498
13-Jun-20,India,SEAR,11458,308993,308993,386,8884
14-Jun-20,India,SEAR,11929,320922,320922,311,9195
15-Jun-20,India,SEAR,11502,332424,332424,325,9520
16-Jun-20,India,SEAR,10667,343091,343091,380,9900
17-Jun-20,India,SEAR,10974,354065,354065,2003,11903
18-Jun-20,India,SEAR,12881,366946,366946,334,12237
19-Jun-20,India,SEAR,13586,380532,380532,336,12573
20-Jun-20,India,SEAR,14516,395048,395048,375,12948
21-Jun-20,India,SEAR,15413,410461,410461,306,13254
22-Jun-20,India,SEAR,14821,425282,425282,445,13699
23-Jun-20,India,SEAR,14933,440215,440215,312,14011
24-Jun-20,India,SEAR,15968,456183,456183,465,14476
25-Jun-20,India,SEAR,16922,473105,473105,418,14894
26-Jun-20,India,SEAR,17296,490401,490401,407,15301
27-Jun-20,India,SEAR,18552,508953,508953,384,15685
28-Jun-20,India,SEAR,19906,528859,528859,410,16095
29-Jun-20,India,SEAR,19459,548318,548318,380,16475
30-Jun-20,India,SEAR,18522,566840,566840,418,16893
01-Jul-20,India,SEAR,18653,585493,585493,507,17400
02-Jul-20,India,SEAR,19148,604641,604641,434,17834
03-Jul-20,India,SEAR,20903,625544,625544,379,18213
04-Jul-20,India,SEAR,22771,648315,648315,442,18655
05-Jul-20,India,SEAR,24850,673165,673165,613,19268
06-Jul-20,India,SEAR,24248,697413,697413,425,19693
07-Jul-20,India,SEAR,22252,719665,719665,467,20160
08-Jul-20,India,SEAR,22752,742417,742417,482,20642
09-Jul-20,India,SEAR,24879,767296,767296,487,21129
10-Jul-20,India,SEAR,26506,793802,793802,475,21604
11-Jul-20,India,SEAR,27114,820916,820916,519,22123
12-Jul-20,India,SEAR,28637,849553,849553,551,22674
13-Jul-20,India,SEAR,28701,878254,878254,500,23174
14-Jul-20,India,SEAR,28498,906752,906752,553,23727
15-Jul-20,India,SEAR,29429,936181,936181,582,24309
16-Jul-20,India,SEAR,32695,968876,968876,606,24915
17-Jul-20,India,SEAR,34956,1003832,1003832,687,25602
18-Jul-20,India,SEAR,34884,1038716,1038716,671,26273
19-Jul-20,India,SEAR,38902,1077618,1077618,543,26816
20-Jul-20,India,SEAR,40425,1118043,1118043,681,27497
21-Jul-20,India,SEAR,37148,1155191,1155191,587,28084
22-Jul-20,India,SEAR,37724,1192915,1192915,648,28732
23-Jul-20,India,SEAR,45720,1238635,1238635,1129,29861
24-Jul-20,India,SEAR,49310,1287945,1287945,740,30601
25-Jul-20,India,SEAR,48916,1336861,1336861,757,31358
26-Jul-20,India,SEAR,48661,1385522,1385522,705,32063
27-Jul-20,India,SEAR,49931,1435453,1435453,708,32771
28-Jul-20,India,SEAR,47703,1483156,1483156,654,33425
29-Jul-20,India,SEAR,48513,1531669,1531669,768,34193
30-Jul-20,India,SEAR,52123,1583792,1583792,775,34968
31-Jul-20,India,SEAR,55078,1638870,1638870,779,35747
01-Aug-20,India,SEAR,57118,1695988,1695988,764,36511
02-Aug-20,India,SEAR,54735,1750723,1750723,853,37364
03-Aug-20,India,SEAR,52972,1803695,1803695,771,38135
04-Aug-20,India,SEAR,52050,1855745,1855745,803,38938
05-Aug-20,India,SEAR,52509,1908254,1908254,857,39795
06-Aug-20,India,SEAR,56282,1964536,1964536,904,40699
07-Aug-20,India,SEAR,62538,2027074,2027074,886,41585
08-Aug-20,India,SEAR,61537,2088611,2088611,933,42518
09-Aug-20,India,SEAR,64399,2153010,2153010,861,43379
10-Aug-20,India,SEAR,62064,2215074,2215074,1007,44386
11-Aug-20,India,SEAR,53601,2268675,2268675,871,45257
12-Aug-20,India,SEAR,60963,2329638,2329638,834,46091
13-Aug-20,India,SEAR,66999,2396637,2396637,942,47033
14-Aug-20,India,SEAR,64553,2461190,2461190,1007,48040
15-Aug-20,India,SEAR,65002,2526192,2526192,996,49036
16-Aug-20,India,SEAR,63490,2589682,2589682,944,49980
17-Aug-20,India,SEAR,57981,2647663,2647663,941,50921
18-Aug-20,India,SEAR,55079,2702742,2702742,876,51797
19-Aug-20,India,SEAR,64531,2767273,2767273,1092,52889
20-Aug-20,India,SEAR,69652,2836925,2836925,977,53866
21-Aug-20,India,SEAR,68898,2905823,2905823,983,54849
22-Aug-20,India,SEAR,69878,2975701,2975701,945,55794
23-Aug-20,India,SEAR,69239,3044940,3044940,912,56706
24-Aug-20,India,SEAR,61408,3106348,3106348,836,57542
25-Aug-20,India,SEAR,60975,3167323,3167323,848,58390
26-Aug-20,India,SEAR,67151,3234474,3234474,1059,59449
27-Aug-20,India,SEAR,75760,3310234,3310234,1023,60472
28-Aug-20,India,SEAR,77266,3387500,3387500,1057,61529
29-Aug-20,India,SEAR,76472,3463972,3463972,1021,62550
30-Aug-20,India,SEAR,78761,3542733,3542733,948,63498
31-Aug-20,India,SEAR,78512,3621245,3621245,971,64469
01-Sep-20,India,SEAR,69921,3691166,3691166,819,65288
02-Sep-20,India,SEAR,78357,3769523,3769523,1045,66333
03-Sep-20,India,SEAR,83883,3853406,3853406,1043,67376
04-Sep-20,India,SEAR,83341,3936747,3936747,1096,68472
05-Sep-20,India,SEAR,86432,4023179,4023179,1089,69561
06-Sep-20,India,SEAR,90632,4113811,4113811,1065,70626
07-Sep-20,India,SEAR,90802,4204613,4204613,1016,71642
08-Sep-20,India,SEAR,75809,4280422,4280422,1133,72775
09-Sep-20,India,SEAR,89706,4370128,4370128,1115,73890
10-Sep-20,India,SEAR,95735,4465863,4465863,1172,75062
11-Sep-20,India,SEAR,96551,4562414,4562414,1209,76271
12-Sep-20,India,SEAR,97570,4659984,4659984,1201,77472
13-Sep-20,India,SEAR,94372,4754356,4754356,1114,78586
14-Sep-20,India,SEAR,92071,4846427,4846427,1136,79722
15-Sep-20,India,SEAR,83809,4930236,4930236,1054,80776
16-Sep-20,India,SEAR,90123,5020359,5020359,1290,82066
17-Sep-20,India,SEAR,97894,5118253,5118253,1132,83198
18-Sep-20,India,SEAR,96424,5214677,5214677,1174,84372
19-Sep-20,India,SEAR,93337,5308014,5308014,1247,85619
20-Sep-20,India,SEAR,92605,5400619,5400619,1133,86752
21-Sep-20,India,SEAR,86961,5487580,5487580,1130,87882
22-Sep-20,India,SEAR,75083,5562663,5562663,1053,88935
23-Sep-20,India,SEAR,83347,5646010,5646010,1085,90020
24-Sep-20,India,SEAR,86508,5732518,5732518,1129,91149
25-Sep-20,India,SEAR,86052,5818570,5818570,1141,92290
26-Sep-20,India,SEAR,85362,5903932,5903932,1089,93379
27-Sep-20,India,SEAR,88600,5992532,5992532,1124,94503
28-Sep-20,India,SEAR,82170,6074702,6074702,1039,95542
29-Sep-20,India,SEAR,70589,6145291,6145291,776,96318
30-Sep-20,India,SEAR,80472,6225763,6225763,1179,97497
01-Oct-20,India,SEAR,86821,6312584,6312584,1181,98678
02-Oct-20,India,SEAR,81484,6394068,6394068,1095,99773
03-Oct-20,India,SEAR,79476,6473544,6473544,1069,100842
04-Oct-20,India,SEAR,75829,6549373,6549373,940,101782
05-Oct-20,India,SEAR,74442,6623815,6623815,903,102685
06-Oct-20,India,SEAR,61267,6685082,6685082,884,103569
07-Oct-20,India,SEAR,72049,6757131,6757131,986,104555
08-Oct-20,India,SEAR,78524,6835655,6835655,971,105526
09-Oct-20,India,SEAR,70496,6906151,6906151,964,106490
10-Oct-20,India,SEAR,73272,6979423,6979423,926,107416
11-Oct-20,India,SEAR,74383,7053806,7053806,918,108334
12-Oct-20,India,SEAR,66732,7120538,7120538,816,109150
13-Oct-20,India,SEAR,55342,7175880,7175880,706,109856
14-Oct-20,India,SEAR,63509,7239389,7239389,730,110586
15-Oct-20,India,SEAR,67708,7307097,7307097,680,111266
16-Oct-20,India,SEAR,63371,7370468,7370468,895,112161
17-Oct-20,India,SEAR,62212,7432680,7432680,837,112998
18-Oct-20,India,SEAR,61871,7494551,7494551,1033,114031
19-Oct-20,India,SEAR,55722,7550273,7550273,579,114610
20-Oct-20,India,SEAR,46790,7597063,7597063,587,115197
21-Oct-20,India,SEAR,54044,7651107,7651107,717,115914
22-Oct-20,India,SEAR,55839,7706946,7706946,702,116616
23-Oct-20,India,SEAR,54366,7761312,7761312,690,117306
24-Oct-20,India,SEAR,53370,7814682,7814682,650,117956
25-Oct-20,India,SEAR,50129,7864811,7864811,578,118534
26-Oct-20,India,SEAR,45148,7909959,7909959,480,119014
27-Oct-20,India,SEAR,36470,7946429,7946429,488,119502
28-Oct-20,India,SEAR,43893,7990322,7990322,508,120010
29-Oct-20,India,SEAR,49881,8040203,8040203,517,120527
30-Oct-20,India,SEAR,48648,8088851,8088851,563,121090
31-Oct-20,India,SEAR,48268,8137119,8137119,551,121641
01-Nov-20,India,SEAR,46963,8184082,8184082,470,122111
02-Nov-20,India,SEAR,45231,8229313,8229313,496,122607
03-Nov-20,India,SEAR,38310,8267623,8267623,490,123097
04-Nov-20,India,SEAR,46253,8313876,8313876,514,123611
05-Nov-20,India,SEAR,50210,8364086,8364086,704,124315
06-Nov-20,India,SEAR,47638,8411724,8411724,670,124985
07-Nov-20,India,SEAR,50356,8462080,8462080,577,125562
08-Nov-20,India,SEAR,45674,8507754,8507754,559,126121
09-Nov-20,India,SEAR,45903,8553657,8553657,490,126611
10-Nov-20,India,SEAR,38073,8591730,8591730,448,127059
11-Nov-20,India,SEAR,44281,8636011,8636011,512,127571
12-Nov-20,India,SEAR,47905,8683916,8683916,550,128121
13-Nov-20,India,SEAR,44879,8728795,8728795,547,128668
14-Nov-20,India,SEAR,44684,8773479,8773479,520,129188
15-Nov-20,India,SEAR,41100,8814579,8814579,447,129635
16-Nov-20,India,SEAR,30548,8845127,8845127,435,130070
17-Nov-20,India,SEAR,29163,8874290,8874290,449,130519
18-Nov-20,India,SEAR,38617,8912907,8912907,474,130993
19-Nov-20,India,SEAR,45576,8958483,8958483,585,131578
20-Nov-20,India,SEAR,45882,9004365,9004365,584,132162
21-Nov-20,India,SEAR,46232,9050597,9050597,564,132726
22-Nov-20,India,SEAR,45209,9095806,9095806,501,133227
23-Nov-20,India,SEAR,44059,9139865,9139865,511,133738
24-Nov-20,India,SEAR,37975,9177840,9177840,480,134218
25-Nov-20,India,SEAR,44376,9222216,9222216,481,134699
26-Nov-20,India,SEAR,44489,9266705,9266705,524,135223
